V1,V2,V3,V4
-0.34406096129511743,-0.33328340431839165,-0.3202053630697575,-0.3264785779947684
-0.32916255956723783,-0.2956362881646384,-0.3543073613095228,-0.3440368210491092
-0.3546429651676866,-0.32479094406034525,-0.33946019798598404,-0.32958951595248426
-0.3047611333152289,-0.3313671630180483,-0.338015187329758,-0.3618145790658228
-0.3255963578847205,-0.3930101443986133,-0.36123936092950903,-0.32557137998020586
-0.31307516955379044,-0.3451571741926113,-0.3132382225581367,-0.32268781104310174
-0.34217756530526894,-0.34802748053732746,-0.3129009639425641,-0.32019247592646854
-0.30279395037939993,-0.3248754250882337,-0.33142677478142424,-0.35950628118496286
-0.35154763157115604,-0.3352897951269765,-0.352206677548369,-0.35829676317793085
-0.33095382648841165,-0.3198869803842839,-0.3344794593120001,-0.3463155105656249
-0.3255004676088054,-0.31507976514159775,-0.31854669240980354,-0.3217921584968409
-0.3079009833220666,-0.30444224865897607,-0.31048016404786555,-0.31224489392894306
-0.3118904592503406,-0.305185386016863,-0.2946157117312173,-0.3430733280399411
-0.3094137885916273,-0.3454814793210214,-0.33675481974984794,-0.34904348637849536
-0.34005412380571365,-0.30938346066741784,-0.3383151509571868,-0.32395543000867827
-0.3667749833392312,-0.36018960997881955,-0.3357364846097981,-0.3318125158675851
-0.3277864130172715,-0.30127442723512293,-0.32544580464860284,-0.3449334376780327
-0.3339150415384105,-0.33514431057242594,-0.3271477218785562,-0.31148287104358613
-0.36603297204944474,-0.3085524144584405,-0.32481186587037847,-0.35045595611353136
-0.3199002733062593,-0.3294372202128996,-0.31644049009479525,-0.33273925268706167
-0.2885782726206538,-0.3420380499937942,-0.3312135211141192,-0.32790205727672356
-0.32650377133504105,-0.30047036967829355,-0.3067769612264138,-0.35419802051202026
-0.31020781017326926,-0.34124099160968907,-0.33081640722311995,-0.3373668697842644
-0.33745013761754744,-0.3422470932680982,-0.35656401682775934,-0.32589967920527785
-0.3192154442201753,-0.3530275386162315,-0.31331182831823773,-0.3230399536430829
-0.31252960377808464,-0.34692860794605607,-0.33444201939849644,-0.3243320659912282
-0.3236829755831801,-0.32487191883451927,-0.3437139196755413,-0.34377350998685013
-0.3154960193006537,-0.33701390152041916,-0.31543238965606646,-0.29086775161331396
-0.34347546033923443,-0.35380874529658235,-0.34431027908417233,-0.3105531594067165
-0.31641287950394426,-0.3141106253435999,-0.3237714565164704,-0.3316561947054979
-0.3406867790555209,-0.33421268927909437,-0.3293720361973337,-0.3362373967211248
-0.32969795297451643,-0.35435977897450777,-0.3091548164384804,-0.30645957507624716
-0.31139544547404274,-0.3233075523369532,-0.2931049139772817,-0.31581940162804706
-0.3289856430602895,-0.34349617296203466,-0.3409144206749293,-0.3408149856520563
-0.3160381421351256,-0.33751699852303185,-0.3302720286205266,-0.3490813899970853
-0.3264691405264838,-0.3338377223307956,-0.34490333789695055,-0.3174046782022396
-0.36845474386188554,-0.3306910514140598,-0.33772050076642585,-0.31803593787521967
-0.3478916360936815,-0.3288086431261447,-0.3210910366181433,-0.3312256651462312
-0.31176885150513395,-0.3046504685678843,-0.32163170676146813,-0.32834279991162685
-0.3003043033980022,-0.3155560203773709,-0.32977071029064126,-0.3020949436110952
-0.3439804965798867,-0.34726739594682565,-0.3142151793797552,-0.3155487268042796
-0.3555956310164084,-0.32956083875297887,-0.29293138524082174,-0.3390828862863394
-0.3451861415469674,-0.34344868268929607,-0.3172594420509392,-0.31203045022393877
-0.3425468407616456,-0.3366543006321437,-0.3070981139687342,-0.33944806553700374
-0.31136812594578617,-0.35472397586304294,-0.3176441815845227,-0.371790787362613
-0.37831021304783974,-0.3211361867065285,-0.3393657780442362,-0.31198966535736544
-0.30694139476983084,-0.3343569718144855,-0.34504271172813367,-0.36116493384176585
-0.35266630303634805,-0.3108197127666491,-0.31646121601975985,-0.3250319164306449
-0.3315597349905769,-0.3286054106742495,-0.36121586647393905,-0.35019579345016427
-0.33493324804185476,-0.3125175406539585,-0.3480169777961121,-0.31631812244778784
-0.33681561941591526,-0.3471413778484291,-0.3469241789602536,-0.3237389978375756
-0.31847272586491776,-0.3512192929910656,-0.34391502346437414,-0.3080788232044619
-0.3221065291784523,-0.32730311379542554,-0.33076599637371,-0.3452890802336265
-0.3334322955776232,-0.3335397405368492,-0.33114404591376384,-0.3137828848188119
-0.29598667855109334,-0.337144458354455,-0.33687203198935806,-0.30631867687820324
-0.30601682597098107,-0.3413166613460969,-0.30642475237404376,-0.3392372986907036
-0.35531787703309464,-0.35399957018309713,-0.34496151587288165,-0.3351826295976613
-0.34941664065068395,-0.36177828671051593,-0.34079569464962317,-0.33129593357780157
-0.3484696615097373,-0.3155370112386188,-0.31251535885341725,-0.3597851455698276
-0.33007841647617336,-0.31252369476054487,-0.3134516433033014,-0.3244060932803957
-0.32418539859634066,-0.3201566429466234,-0.34161835774996613,-0.34942565181200086
-0.33229923433268976,-0.3067793166890208,-0.3302723991698558,-0.34383459117291687
-0.34751077603391484,-0.3115302909972636,-0.3420642421087153,-0.3355849629781032
-0.29927164679971835,-0.3505223754220562,-0.32319013283363557,-0.3194433270929741
-0.3134692135778334,-0.3375964071712467,-0.37089620939203904,-0.3142753697176138
-0.316351875829548,-0.34215474487332775,-0.34454190538442164,-0.3179452896326931
-0.3296343547492699,-0.30261131459534096,-0.30252703264939906,-0.2976991364591899
-0.31434374927306574,-0.316447253173767,-0.3412832140664833,-0.29849179393256964
-0.32415689878826465,-0.35121559631272936,-0.30917123811197134,-0.3440724876177976
-0.35946492540106756,-0.3361708853101225,-0.30925297253251516,-0.3353607987672599
-0.3180205767921605,-0.35213350618834993,-0.33301802565353694,-0.30628455049036934
-0.3129370326580465,-0.3438180488979018,-0.3270571514424565,-0.3089614067332163
-0.31277578895063246,-0.3129244593124859,-0.3423423710730087,-0.313114501700773
-0.36966727203163685,-0.30522492807047286,-0.3059998638338795,-0.3356012222945925
-0.3316441224489245,-0.3444039264800205,-0.3238687663608958,-0.3223101144173034
-0.308153859015233,-0.3464215938456338,-0.3103791454238666,-0.3160670755706038
-0.3312659581800763,-0.3358297016158463,-0.3152840891546316,-0.30925801304546713
-0.3128615046850423,-0.324603404058537,-0.34042670107894796,-0.33981056138858085
-0.38605113115123457,-0.3707859972106076,-0.3247505746022158,-0.3318719249034603
-0.35382141290163155,-0.30678561474699456,-0.33984296889052173,-0.35269838503121637
-0.33240154051691373,-0.340024175704685,-0.33189012052535855,-0.33337547657098143
-0.3733058726620119,-0.33597839387100153,-0.33113248202849793,-0.36834030743509005
-0.3175693356150726,-0.3204729005887253,-0.31158685398308483,-0.33981822165791836
-0.31777996874563647,-0.29889503930074496,-0.3410143908548274,-0.3607345975253698
-0.3348505541674645,-0.35914953675276445,-0.3271897599558405,-0.33550859292914215
-0.33505487325408667,-0.30197933709108526,-0.3086063301202562,-0.3226588144691032
-0.3262541616679118,-0.35591548647207955,-0.3427129458924793,-0.3365196369892636
-0.3227201867263919,-0.30662223449409903,-0.29992702973534274,-0.3435949593864997
-0.31834950968936554,-0.32951961831386545,-0.3382100892265133,-0.35115483952340676
-0.3205019308470057,-0.29876279759435376,-0.32545377924570457,-0.32996118932548046
-0.3724230049986976,-0.3399278504016425,-0.3212976447815019,-0.2906467683243823
-0.3430511031961766,-0.3302329194737876,-0.313336442750387,-0.32552464839653644
-0.3397864000240089,-0.2984759250928908,-0.33460435197614524,-0.33634829126454313
-0.33443071746791436,-0.35258677523043225,-0.35058044049697645,-0.3121101949677785
-0.36130195160912076,-0.32402997476799705,-0.34761926773264973,-0.30760851092862207
-0.34890908691942357,-0.3222237575482696,-0.3285408204144482,-0.32388459612263665
-0.3417219046398732,-0.34945368668172166,-0.32009630387970084,-0.3160067956517718
-0.33797256430072076,-0.3330856608051955,-0.2918195596483175,-0.3401824801427598
-0.3305130166506594,-0.34644975851801435,-0.3378076146623083,-0.3215864746054382
-0.3396143293600207,-0.3233117623128854,-0.31450316189808986,-0.3584105156965149
-0.33465907721388327,-0.3110485521741863,-0.3140530794827316,-0.31739946424628496
-0.3495122288401711,-0.33783125185742685,-0.3621714237335258,-0.3212426997427726
-0.3140042034007436,-0.3509234636818492,-0.30913045073597506,-0.3015756214940107
-0.33253752246927615,-0.3495899269789084,-0.3136699477576418,-0.3356043779677479
-0.286609696368797,-0.37953926964407597,-0.3232400686587404,-0.3035174130104544
-0.30268646118071946,-0.32051707586281253,-0.31091677269600254,-0.33179024047409095
-0.33277513399722425,-0.35602679058475306,-0.3343720787965956,-0.31446144690083855
-0.29136363960580275,-0.34934047894353504,-0.34961086171804,-0.30602865048721367
-0.32532236962662237,-0.3171395333051705,-0.31847525340439764,-0.30599931542047243
-0.30868372452807613,-0.32368955366001534,-0.31232250647862003,-0.3552656618425214
-0.31300842813367336,-0.310442238271397,-0.3366766741634665,-0.32767825550733304
-0.3410152473216993,-0.3347161528908851,-0.34985946950295244,-0.30375766653532305
-0.3024124398287907,-0.33462521139762075,-0.301955592648983,-0.3133224117194509
-0.3141987209441586,-0.34436576769507576,-0.3027494451203487,-0.3315992032308094
-0.325504295754196,-0.30715339084400456,-0.31596387927737973,-0.3300924803906649
-0.33704420836708726,-0.35175887707004316,-0.374790233413843,-0.3043872739039846
-0.349318881184018,-0.32648162031876343,-0.3667180690188635,-0.3209971679705804
-0.3065603985772849,-0.32411088416131995,-0.3680573050921709,-0.3077223186472894
-0.3592162080854122,-0.3254149430032242,-0.33311287594187655,-0.32162607048398567
-0.32925638017691256,-0.3270937748274536,-0.3569322512279888,-0.30540560122496685
-0.33966538417010167,-0.313510664037947,-0.2984033978850423,-0.31297431920245306
-0.32016135925386807,-0.3112374939761615,-0.3157461060524275,-0.3208953348619536
-0.3354700110462344,-0.30960660867193424,-0.35811853954018985,-0.32398221826581064
-0.332400833524,-0.33300128392081435,-0.32720811281115664,-0.33678406363919067
-0.3033347470630603,-0.3404411936835489,-0.3858698288767132,-0.330136255145464
-0.35433188526436066,-0.32668155409905947,-0.33006007576579016,-0.36059805357173635
-0.29661834558912653,-0.34097960237490543,-0.3172295567504299,-0.32706493034566547
-0.2992891832132112,-0.3149199436858832,-0.3850029245262204,-0.34043234197461303
-0.32024271790906766,-0.3421246232091,-0.32046951869942936,-0.33610565371740464
-0.3308857610123751,-0.34662707735429515,-0.28712745365323833,-0.34358990603451695
-0.32482495143975837,-0.33227034023828605,-0.349777895373342,-0.298247075673264
-0.36898929417006326,-0.3159775800334888,-0.3351522346131215,-0.33460313979197803
-0.3281436880309327,-0.3534098366954293,-0.37625925569561175,-0.33156110647937037
-0.3551636536073613,-0.36393026233324466,-0.3324985659165646,-0.32102911030932774
-0.34734918643993373,-0.31206548082417757,-0.3050467872521732,-0.34264694762625886
-0.3199498188434756,-0.32592764760283666,-0.322490567926848,-0.34146119714062473
-0.29577749624784444,-0.35474413570013824,-0.31868043633645016,-0.32600764413800504
-0.3344207876540967,-0.34213982447447533,-0.31764951125232943,-0.3375714823886422
-0.32920940038593577,-0.3259576735824921,-0.303269152674297,-0.3367900494186382
-0.3443902422205518,-0.32151841266236836,-0.3104772594784812,-0.32868054632687604
-0.30501833627885055,-0.35634594275500403,-0.2949561053614185,-0.34000335613466737
-0.337633728876916,-0.28865019466955716,-0.3161187160703952,-0.2954942759268148
-0.36616873558266827,-0.33197475212146416,-0.32241488567570614,-0.33058392472797776
-0.35391175593245955,-0.34806929353996746,-0.3444515488126311,-0.33932405632819224
-0.3305457796166197,-0.3391513200659891,-0.3299562105142225,-0.32538122522771834
-0.34578746925659515,-0.334973722441447,-0.34441036792318697,-0.34402640648958976
-0.3128913974186828,-0.34373441216534356,-0.3273753036156779,-0.36926663561313483
-0.30624370703036774,-0.3534987148554574,-0.37265497148719434,-0.3214518009642804
-0.30357317232831876,-0.33025489034462086,-0.32253578278620487,-0.3361455496200546
-0.3630619612248238,-0.34227424644492266,-0.32632907628979246,-0.31113026161608764
-0.3419355857116364,-0.3108267122468076,-0.3215712293561762,-0.3343161234136281
-0.319876014855356,-0.31801465511994054,-0.3351177678843692,-0.3256522991951842
-0.36891358943009733,-0.3773805686909228,-0.3145783563252161,-0.32691877277427484
-0.33224487624117266,-0.32179268582329434,-0.33817247681186263,-0.32976392233448315
-0.31141788890062583,-0.3308594929566228,-0.32109012039697515,-0.3203725867091875
-0.351345299538439,-0.33934406153786195,-0.344497818118044,-0.35051576819929353
-0.3272395722042654,-0.33002361508485045,-0.32056639824858507,-0.3173724788589783
-0.3497142010920656,-0.353517820392591,-0.2999648594447585,-0.3191037551266257
-0.2985077346457658,-0.32636557800004873,-0.3396778722610805,-0.33436232142372546
-0.32057238444865643,-0.3601305596468709,-0.3280925824494455,-0.31791570532612545
-0.3487950706375138,-0.31460515436756575,-0.34567161670769336,-0.344934795465246
-0.34387712372973844,-0.32624147855323915,-0.31019147824611687,-0.3213532612415476
-0.3238328824580121,-0.29885238182210255,-0.30733619327516254,-0.31735908601194324
-0.3270977211299576,-0.3245490931077609,-0.3158882489387137,-0.3160081396783351
-0.35210852126912884,-0.3887544555375374,-0.3272769922157482,-0.3299803275642939
-0.320871888072865,-0.3374450981850457,-0.3580742197756421,-0.30797001803980173
-0.3096613086658028,-0.31137320758412684,-0.3129214053234024,-0.3408269902374038
-0.320537585273499,-0.33157671881975287,-0.32106231397497,-0.3686564082875699
-0.309178630705924,-0.35973039946677426,-0.317992248017233,-0.336302767334295
-0.352282341336811,-0.3292502191562585,-0.33981111945391496,-0.3261453102929276
-0.30791234624108726,-0.33037141342414517,-0.35071208557866285,-0.3038520284807593
-0.2979560543636083,-0.3708549455688203,-0.30810046985786677,-0.3581315130524269
-0.33204461565320414,-0.329233949408473,-0.34784759464155474,-0.34830841806807106
-0.3120009557244602,-0.31559661084788265,-0.33818122761975217,-0.31377675360943924
-0.31160762523986935,-0.35359196349510047,-0.3067451466074586,-0.3374428980814483
-0.3509280125487755,-0.3268924029534472,-0.35438497254608553,-0.3335356782362193
-0.3418309950749863,-0.33002361508485045,-0.336240497431799,-0.31005778358498376
-0.3319988578836751,-0.3362557951433563,-0.34344302875138716,-0.32606476809123097
-0.310372266094898,-0.296967231557134,-0.28539361307720484,-0.3258735202678315
-0.30654049665068195,-0.34976265736693357,-0.3057935023816999,-0.3570147914419359
-0.3415937636016021,-0.3424972296688581,-0.30301799749330216,-0.3542805516634302
-0.3438925112695581,-0.3801525152234991,-0.3088487705255817,-0.3296264304974482
-0.3195981059397334,-0.3276176748376193,-0.3381541222586035,-0.34943392803395895
-0.32635268001924966,-0.35697645792102023,-0.351709487869766,-0.3270138436910525
-0.334221295404296,-0.3295104529194226,-0.312599175614943,-0.31956334775239387
-0.3519507083248402,-0.32106728728070005,-0.37277578860722255,-0.34009891573175477
-0.2952613902190713,-0.34214821541835927,-0.3303336335415084,-0.3499165227903132
-0.31603000217238036,-0.33572785361851826,-0.3401502605496195,-0.3239702120108846
-0.3577163410282656,-0.3414437482411747,-0.32482304804013207,-0.3323931645699664
-0.31693561028644746,-0.32837996993701607,-0.33469532073688596,-0.3480559891737055
-0.3598641910872109,-0.30081576098774304,-0.33669026048665535,-0.3534549899187096
-0.3137973737999007,-0.29993140603379126,-0.3115918690150564,-0.32149627115883916
-0.3397403793641759,-0.3536846410201405,-0.33459835029865254,-0.3116910117123399
-0.3791360804275829,-0.3105244003990112,-0.31682699354888205,-0.3449109837702856
-0.2975852998415541,-0.3162789734444608,-0.31624757341765813,-0.3409098632692102
-0.37355514883078034,-0.32965868496421724,-0.3490197699955792,-0.3214416145886836
-0.3106550498304969,-0.31785424392451395,-0.3325798845316483,-0.32109427654508804
-0.35162777312328125,-0.3345104052570228,-0.3237984570326513,-0.3250927500234349
-0.29672886339543325,-0.2879530089554991,-0.3005991861022031,-0.33409722717130474
-0.28955120032011145,-0.33150277972172343,-0.32308903497138164,-0.3271235363135109
-0.32006137755237224,-0.33479811057528663,-0.35088671789416476,-0.34959490203716587
-0.33181232935799615,-0.29732351516227346,-0.34385590796229726,-0.3200799411016477
-0.3151946006472897,-0.3234543245241647,-0.34674454284545286,-0.3071072065149556
-0.3399282560400329,-0.34189986132651273,-0.2911067989043615,-0.3126636083876573
-0.32017719876455913,-0.35914644535499773,-0.35658147452084277,-0.2981085550189523
-0.3353256636202958,-0.33712738267881837,-0.3252955530389186,-0.30432265592966556
-0.35804317927103774,-0.2868763597163021,-0.3212255674304417,-0.34231682157544163
-0.35888958306772134,-0.3336266789962191,-0.3072120988914609,-0.32625231296694357
-0.34874121682156545,-0.3415468534109969,-0.34434866537804715,-0.312317239141217
-0.34440194343844527,-0.33834814733894675,-0.3101834501992046,-0.35420537795419754
-0.3234257617229948,-0.3120936031766798,-0.32047846501081834,-0.34214112967249904
-0.35513018760325926,-0.34350089039027826,-0.33173890639861153,-0.2989280942334497
-0.31270171151707843,-0.3287158934165767,-0.3023903217452228,-0.319064250553349
-0.32693291113258743,-0.32180666873900743,-0.2862649000888738,-0.33853827141580795
-0.3158577872432216,-0.33498656850526454,-0.34087514514377804,-0.34517520877293556
-0.3458229951519115,-0.31476145672103445,-0.33986520766887424,-0.31321950935818266
-0.34994234900250104,-0.32384728343027536,-0.3301243127939255,-0.32705326546575764
-0.33008127211300237,-0.3369156042677558,-0.3335871984011838,-0.342762826850003
-0.2972390327325815,-0.33713711203790864,-0.3576937964040014,-0.3476498478486753
-0.3291749486407898,-0.3344112809776545,-0.35643209785064134,-0.34177843155403326
-0.3632922655360114,-0.31410208568950926,-0.3090991840321081,-0.33444738470761004
-0.3477966968170429,-0.29758915246088774,-0.3360063837051735,-0.3472979285748421
-0.317614996433232,-0.344811533393386,-0.3665110837958235,-0.34442853493617137
-0.3649515078627123,-0.2875929769481838,-0.3415903819101663,-0.3356955425831936
-0.317706300298749,-0.3128181377470137,-0.33436449794697737,-0.34496252141459977
-0.2966395260371358,-0.329439112813065,-0.3409962370016275,-0.34474876298911966
-0.33095248747904443,-0.3131987557094299,-0.3216483328350048,-0.3343540456677535
-0.33441099248913303,-0.34321785130597005,-0.3805999606440443,-0.35915318215366543
-0.3259316932958979,-0.30798656795284607,-0.34458698062422743,-0.3499694786855358
-0.37845836081941964,-0.3657825435113968,-0.35623391696773915,-0.3391433647694275
-0.2994911378267959,-0.30680542943171807,-0.3393831232797351,-0.2856392675271309
-0.3062875998008772,-0.3204377640882736,-0.3503879184714658,-0.3040406110182662
-0.36198434909528066,-0.3488439265330805,-0.3095151749918773,-0.3289348813405225
-0.3465940935722825,-0.3119129996288083,-0.3329361479768569,-0.3241049299445472
-0.30432172245046935,-0.32945810441019513,-0.3050521355385026,-0.3200908941006256
-0.314628797420346,-0.3495635965910746,-0.3230609245896462,-0.3005496663707513
-0.33915182713279474,-0.33922979952230115,-0.3554346182357677,-0.29845577714854765
-0.36302852294734,-0.3442925118337556,-0.3059911239273516,-0.2940856219711797
-0.3419062796673543,-0.3744383768716564,-0.336088239301621,-0.30963520557769375
-0.33992110513582025,-0.34665056204955963,-0.2845972100031261,-0.3390171137305164
-0.34513007034754994,-0.308617530303419,-0.3242354080399084,-0.3367350500062627
-0.335518503686862,-0.3379714446121591,-0.3281779929536914,-0.327614908086767
-0.3642631097761714,-0.3103883704865407,-0.3584284226095865,-0.3421687032764626
-0.34049949070938546,-0.36659087118520367,-0.3003207274041076,-0.31808652774280594
-0.3186472304490873,-0.34353301506814216,-0.357764560629168,-0.3294246764089226
-0.3265874199402077,-0.3438813151330742,-0.31793604892154625,-0.3202080274791211
-0.3731855486550618,-0.34401624219888455,-0.3357156095783267,-0.34029196437224163
-0.3497578461095121,-0.35017325661424453,-0.31499582564511536,-0.31137586418327845
-0.3052805473903541,-0.33301024215146513,-0.31740628975145196,-0.34142488172494995
-0.32431827408695485,-0.3505850805046867,-0.3368424471787216,-0.3443725536687417
-0.35497478080340983,-0.29538488450042866,-0.34164699453459396,-0.35254404109424087
-0.3104397853867637,-0.3027569285889567,-0.34866047480011175,-0.3247027104701615
-0.33885804759192495,-0.35102758244439825,-0.30963985507020886,-0.30229140573488544
-0.32505816257917686,-0.315071639585547,-0.32350328868474154,-0.3096657698999527
-0.3406153275422609,-0.33104241770784143,-0.3600334986297307,-0.33231483613859925
-0.348047667761877,-0.33350300246699477,-0.33312184123811966,-0.3259594863930293
-0.31329763737017646,-0.30863301576531954,-0.35909559183015316,-0.3360752051532901
-0.3607116910122434,-0.33952651365013015,-0.3073365242608184,-0.3505581945015812
-0.3419363219179442,-0.32165768447272775,-0.36110151965259774,-0.3347102939360652
-0.32300346375037253,-0.3020414531717069,-0.3258841842025974,-0.32973760987930306
-0.3332109183561658,-0.3360830613458595,-0.31519143114028964,-0.31580879427050923
-0.3155916387407191,-0.3224267643754,-0.3309858967192988,-0.33511491035076113
-0.32527035644454294,-0.33273521634291614,-0.33134073552881205,-0.3506516947212691
-0.3367219636606485,-0.3276305707811519,-0.3485290976511688,-0.3243729772924787
-0.3340950293660977,-0.32247436894563886,-0.3349094103090519,-0.31921196272317315
-0.3531562673992489,-0.3464924776646567,-0.337448576578179,-0.3255432744787086
-0.3137837813257684,-0.3298008020444944,-0.3461833860945638,-0.3734882645953203
-0.3568909999354049,-0.34643825378041515,-0.3467970548747602,-0.3406728854098819
-0.33853772931379744,-0.3260879706973694,-0.31030188257140234,-0.31534063982523625
-0.33517521036812997,-0.334973722441447,-0.3166058684100514,-0.33501114518906616
-0.31710658268254277,-0.3275328265162865,-0.3106348197242427,-0.3237324776514935
-0.3350464371733371,-0.3161426745546254,-0.3217525116588716,-0.3045548491573549
-0.3434430787364886,-0.31033374932461466,-0.3354235161853858,-0.3158107907415615
-0.35767894790797033,-0.31622599234937937,-0.3301999996125439,-0.3344562974199627
-0.3070230049526015,-0.3406169596097875,-0.35692515001154496,-0.35122258820934593
-0.3246041507022072,-0.3338963343796213,-0.336683332073334,-0.32004740922343466
-0.31893850713833966,-0.3454509758138435,-0.3339526097451084,-0.3153942880734526
-0.3217857314908821,-0.36589764146308856,-0.31457808699810363,-0.31994038080430887
-0.31865038569400295,-0.29275176381654894,-0.3220860495502959,-0.32911768751938564
-0.33436123027885417,-0.28525404818027494,-0.3727132567506076,-0.33234597198515786
-0.35163434295617696,-0.34991949172548154,-0.3532367824743254,-0.30451967286026377
-0.37948715130748434,-0.33327040724999973,-0.3552676652535844,-0.3546179015193591
-0.3023719701078723,-0.30670028928973414,-0.31669934044508247,-0.34062861342105616
-0.3362324183028904,-0.3174615073501984,-0.29405241065088045,-0.3250337223538689
-0.3540471240272461,-0.31246617351500017,-0.3400161195781797,-0.34074893016500946
-0.33121190070436957,-0.3173267143595407,-0.3308491866103729,-0.3627704117994011
-0.31375272382423836,-0.33935177006738126,-0.3301139505990657,-0.2798397619881777
-0.33085321414214863,-0.3623103991575928,-0.3430135642151842,-0.34463393932591146
-0.3479183651810809,-0.3437990612846197,-0.33231527870121796,-0.32340333378473796
-0.31537844555618916,-0.3379886073890884,-0.30627875488293993,-0.31551431602986285
-0.3606224563894671,-0.3604252265727815,-0.3177239188659682,-0.3299163212525285
-0.3495066429532811,-0.33730750455173353,-0.33807397033091324,-0.3359378992756752
-0.312934195393005,-0.31056185500587774,-0.3112212663847833,-0.3515203266245902
-0.33784039861024934,-0.3275986261617342,-0.31933188800095436,-0.3326502857217991
-0.30352275359607805,-0.3392327941563617,-0.3570444787433521,-0.34078612381622625
-0.36445440656577516,-0.3645324275587135,-0.33474991912526963,-0.36455352068796476
-0.3302349550699076,-0.3447789063858315,-0.31288366554236063,-0.3474199330701179
-0.30960543119285977,-0.3419666580839289,-0.32790987812613803,-0.3286425644808686
-0.383886331386207,-0.31683974572642326,-0.33225136987528064,-0.3440180010259324
-0.31660380665643767,-0.3403320039180488,-0.34681211550530844,-0.3344428318381502
-0.32197700867220963,-0.3158884516554107,-0.33024753455628925,-0.36587868437527954
-0.34856136520243114,-0.34861618860881205,-0.324417898778921,-0.3566663620753003
-0.3372979710598505,-0.33844522808340577,-0.34187467556286877,-0.3194481963865861
-0.3690106068999008,-0.35522446878767044,-0.33308887409000315,-0.33774830442571147
-0.3510747320494275,-0.36126811874316417,-0.33346234636862426,-0.3239543849688866
-0.34588376745283506,-0.3178623205575883,-0.3412403019704824,-0.28979930023199746
-0.3013095095443653,-0.35201963928423824,-0.3480261176338425,-0.331390566096366
-0.3652469801384246,-0.3134671043025991,-0.3380191108223786,-0.33678930868485923
-0.31803743868253703,-0.32575635359826627,-0.33359725998198053,-0.3674805074710139
-0.32036962965150917,-0.3248285459497228,-0.3656967047817928,-0.3492621058559411
-0.31200507235350194,-0.3149666685469569,-0.3625419560668412,-0.3344808702750439
-0.31401779819959663,-0.34550763958453645,-0.3166434198920173,-0.3420827021402658
-0.3193494430415053,-0.3317368945947966,-0.3416575742310148,-0.3283766418062695
-0.3363493297183801,-0.3429498462158507,-0.3370847282532142,-0.3224475399607921
-0.32421605439008994,-0.337278276814073,-0.3609300124944792,-0.31609913119085487
-0.37154408130495925,-0.333192826177296,-0.3326280533265182,-0.34579898761913114
-0.3766302565039871,-0.33671119483630274,-0.3248202100069573,-0.3229547246558224
-0.33872083948128484,-0.36708758754988424,-0.32384109809359624,-0.31879939153427184
-0.296825761676291,-0.32725979877202827,-0.3047567934653592,-0.34312936195511995
-0.3019286681133751,-0.34659748536363877,-0.30519863431133026,-0.34709958392848755
-0.3538599911598473,-0.3361301290113803,-0.34769668838424633,-0.343108620668283
-0.34445469824945196,-0.3267614004329011,-0.37420918187999697,-0.3256264222240992
-0.33972998818027467,-0.35977952496585525,-0.3297170502164386,-0.3458536742223632
-0.3095092282576155,-0.35663059321620505,-0.29469943459935033,-0.3308208982531989
-0.3230303777274175,-0.35374791972209846,-0.3225003675826561,-0.35769392978186815
-0.3012331274387847,-0.32331148356131745,-0.351233514501396,-0.315874236421293
-0.32528258740843585,-0.31552342343118606,-0.3428872305890745,-0.30799586264784606
-0.3288815553287408,-0.3402222721920629,-0.28910878355999675,-0.32631700899806443
-0.32372821398904733,-0.3195977785931363,-0.3459034970479136,-0.3301130311372907
-0.33090970854942175,-0.30868137672012796,-0.32495785182375536,-0.3200372668182418
-0.30162988774116967,-0.34453908134582567,-0.3927988745650217,-0.3360250360499809
-0.32501075020871295,-0.33778574245631726,-0.31797499125859074,-0.322022188164808
-0.32544167620589437,-0.33692762425857153,-0.2952763939755377,-0.35626762512679566
